key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
Paris_1566,,https://www.google.com/books/edition/Euclidis_Elementa_geometrica_libris_15_a/9nWsxqL3RZgC,/tps/Paris_1566_tp.png,,,,
Venice_1569,,https://www.google.com/books/edition/Evclide_Megarense_Acvtissimo_Philosopho/qV8nH4gk-ZQC,/tps/Venice_1569_tp.png,,,,
London_1570,,https://drive.google.com/file/d/1UOYSBrqZ7XLeGNPPzCd9X0WpVwXuv-DK/view?usp=sharing,/tps/London_1570_tp.png,,,,
Strasbourg_1570a,,https://www.google.com/books/edition/Euclidis_Propositiones_Elementorum_15_Op/b_AegGpLGmwC,/tps/Strasbourg_1570a_tp.png,,,,
Strasbourg_1571,,https://www.google.nl/books/edition/Evclidis_Elementorvm_Liber_primus/0d5RAAAAcAAJ,/tps/Strasbourg_1571_tp.png,,,,
Strasbourg_1571a,,https://www.google.com/books/edition/Evclidis_Omnes_Omnivm_Librorvm_Propositi/BJtoAAAAcAAJ,/tps/Strasbourg_1571a_tp.png,,,,
Pesaro_1572,,https://www.google.com/books/edition/Euclidis_elementorum_libri_XV/jEoRPuxe_pcC,/tps/Pesaro_1572_tp.png,,,,
Paris_1573,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_15_Graec%C3%A8_La/4D4Px85-r3gC,/tps/Paris_1573_tp.png,,,,
Urbino_1575,,https://www.google.com/books/edition/De_gli_elementi_d_Euclides/TchCAAAAcAAJ,/tps/Urbino_1575_tp.png,,,,
Venice_1575,,https://www.google.com/books/edition/D_Francisci_Mavrolyci_Abbatis_Messanensi/93xmAAAAcAAJ,/tps/Venice_1575_tp.png,,,,
Paris_1578,,https://www.google.com/books/edition/Evclidis_Megarensis_Mathematici_Clarissi/TyQSgd8422MC,/tps/Paris_1578_tp.png,,,,
Cologne_1580,,https://www.google.com/books/edition/Elementorum_libri_XV/J8g7AAAAcAAJ,/tps/Cologne_1580_tp.png,,,,
Venice_1585,,https://www.google.com/books/edition/Euclide_megarense_acutissimo_philosopho/7NV6MduYLhMC,/tps/Venice_1585_tp.png,,,,
Venice_1586,,https://www.google.com/books/edition/Evclide_Megarense_Acvtissimo_Philosopho/nMNZAAAAcAAJ,/tps/Venice_1586_tp.png,,,,
Cologne_1587,,https://www.google.com/books/edition/Euclidis_elementorum_libri_XV/J-ZRAAAAcAAJ,/tps/Cologne_1587_tp.png,,,,
Rome_1594,,https://www.google.com/books/edition/Kit%C4%81b_ta%E1%B8%A5r%C4%ABr_us%C5%ABl_li_Uql%C4%ABdis_min_t/pEZZAAAAcAAJ,/tps/Rome_1594_tp.png,,,,
Paris_1598,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV_Gr%C3%A6ce_Lat/EsNlAAAAcAAJ,/tps/Paris_1598_tp.png,,,,
Cologne_1600,,https://www.google.com/books/edition/Evclidis_Elementorvm_Libri_XV/EN9RAAAAcAAJ,/tps/Cologne_1600_tp.png,,,,
Cologne_1602,,https://www.google.com/books/edition/Elementa/AJdpAAAAcAAJ,/tps/Cologne_1602_tp.png,,,,
Paris_1602,,,,,,,
Arnhem_1603,,https://www.google.com/books/edition/C_Dibvadii_In_Geometriam_Evclidis_priori/xHQ8AAAAcAAJ,/tps/Arnhem_1603_tp.png,,,,
Arnhem_1605a,,https://www.google.com/books/edition/C_Dibvadii_in_arithmeticam_irrationalivm/gMI2AAAAMAAJ,/tps/Arnhem_1605a_tp.png,,,,
Leiden_1606,,https://www.google.com/books/edition/De_ses_eerste_boucken_Euclidis_van_de_be/QZllAAAAcAAJ,/tps/Leiden_1606_tp.png,,,,
Beijing_1607,,,,,,,
Leiden_1607,,,,,,,
Geneva_1610,,https://www.google.com/books/edition/Iacobi_Peletarii_Cenom_in_Euclidis_Eleme/6Rhbnf9YksYC,/tps/Geneva_1610_tp.png,,,,
Geneva_1611,,,/tps/Geneva_1611_tp.jpeg,,,,
Beijing_1611,,,,,,,
Cologne_1612,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV_Praef_St_G/ioBQcIXRsDwC,/tps/Cologne_1612_tp.png,,,,
Paris_1612,,https://www.google.ro/books/edition/Evclidis_elementvm_decimvm/Gu9X-HOWr_cC,/tps/Paris_1612_tp.png,,,,
Paris_1613,,https://www.google.com/books/edition/Les_El%C3%A9mens_de_la_g%C3%A9om%C3%A9trie_d_Euclide/iIer_H_9YCUC,/tps/Paris_1613_tp.jpeg,,,,
Paris_1615,,https://www.google.com/books/edition/Les_quinze_livres_des_Elements_d_Euclide/XIhmAAAAcAAJ,/tps/Paris_1615_tp.jpeg,,,,
Amsterdam_1616,,https://www.google.com/books/edition/De_ses_eerste_boucken_Euclidis_van_de_be/xyplAAAAcAAJ,/tps/Amsterdam_1616_tp.png,,,,
Pesaro_1619a,,https://www.google.com/books/edition/De_gli_Elementi_d_Euclide_libri_quindici/hz7yUkGqylcC,/tps/Pesaro_1619a_tp.png,,,,
London_1620,,https://www.google.com/books/edition/%CE%95%E1%BD%90%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CE%BF%CF%85_%CE%A3%CF%84%CE%BF%CE%B9%CF%87%CE%B5%CE%B9%CF%89%CE%BD/SkugIDhnErAC,/tps/London_1620_tp.png,,,,
Paris_1621,,https://www.google.com/books/edition/Les_quinze_livres_des_Elemens_d_Euclide/12w-AAAAcAAJ,/tps/Paris_1621_tp.jpeg,,,,
Paris_1622,,https://www.google.com/books/edition/Les_Quinze_livres_des_elements_geometriq/K4GBeExy1PoC,/tps/Paris_1622_tp.jpeg,,,,
Paris_1623,,,,,,,
Paris_1624,,https://www.google.com/books/edition/Paradoxes_De_Meynier_Contre_Les_Mathemat/7udEAAAAcAAJ,/tps/Paris_1624_tp.jpeg,,,,
Amsterdam_1626,,https://www.google.com/books/edition/De_ses_eerste_boecken_Evclidis_van_de_be/p80pn8JsAnkC,/tps/Amsterdam_1626_tp.png,,,,
Paris_1626a,,,,,,,
Ferrara_1628,,https://www.google.com/books/edition/Euclidis_Elementoru_m_libri_VI_ad_perill/CUv8JXQtqwYC,/tps/Ferrara_1628_tp.png,,,,
Geneva_1628,,https://www.google.com/books/edition/Les_Six_premiers_livres_des_El%C3%A9ments_g/N9bJgGgr3yQC,/tps/Geneva_1628_tp.jpeg,,,,
Beijing_1629,,,,,,,
Paris_1630,,,,,,,
Paris_1631,,https://www.google.com/books/edition/Les_quinze_livres_des_%C3%A9l%C3%A9mens_d_Euclid/ia9BAAAAcAAJ,/tps/Paris_1631_tp.png,,,,
Paris_1632,,https://www.google.com/books/edition/Les_quinze_livres_des_%C3%A9l%C3%A9ments_d_Eucli/TkP-1l5L1lUC,/tps/Paris_1632_tp.jpeg,,,,
Paris_1632a,,https://www.google.com/books/edition/Les_quinze_livres_des_elemens_geometriqu/dG0-AAAAcAAJ,/tps/Paris_1632a_tp.jpeg,,,,
Rotterdam_1632,,https://www.google.com/books/edition/De_ses_eerste_boecken_Euclidis_van_de_be/oM5mAAAAcAAJ,/tps/Rotterdam_1632_tp.png,,,,
Hamburg_1633,,https://www.google.com/books/edition/Zes_eerste_Boekken_van_de_Beginselen_der/M39ZiFw_Y00C,/tps/Hamburg_1633_tp.png,,,,
Paris_1634,,https://www.google.com/books/edition/Cursus_mathematicus_nova_brevi_et_clara/jq81HDK3aSoC,/tps/Paris_1634_tp.png,,,,
Alcala_1637,,https://www.google.com/books/edition/Elementos_geometricos_de_Euclides_philos/9GH8RqDkKmsC,/tps/Alcala_1637_tp.png,,,,
Hamburg_1638,,https://www.google.com/books/edition/Euklides_zes_eerste_boekken_van_de_begin/iYrka6yi4XQC,/tps/Hamburg_1638_tp.png,,,,
Paris_1639,,https://www.google.com/books/edition/Les_six_premiers_livres_des_%C3%A9l%C3%A9ments_d/q5qYhOGvzP4C,/tps/Paris_1639_tp.jpeg,,,,
Venice_1641,,,,,,,
Paris_1644,,https://www.google.nl/books/edition/Cvrsvs_mathematicvs_nova_brevi_et_clara/krM4AAAAMAAJ,/tps/Paris_1644_tp.jpeg,,,,
Paris_1644b,,https://www.google.nl/books/edition/Cursus_mathematicus_noua_breui_et_clara/K0myw8QFkgwC,/tps/Paris_1644b_tp.jpeg,,,,
Paris_1644c,,https://www.google.com/books/edition/Vniuersae_geometriae_mixtaeque_mathemati/1BLr07HueLgC,/tps/Paris_1644c_tp.png,,,,
Lyon_1645,,https://www.google.com/books/edition/Les_Quinze_livres_des_%C3%A9l%C3%A9ments_g%C3%A9om%C3%A9/DnG2u-0fb9kC,/tps/Lyon_1645_tp.jpeg,,,,
Lyon_1646,,,,,,,
Rotterdam_1647,,https://www.google.com/books/edition/De_ses_eerste_boecken_van_de_beginselen/OutYi45fS_oC,/tps/Rotterdam_1647_tp.png,,,,
Utrecht_1647,,https://www.google.com/books/edition/De_ses_eerste_boecken_Euclidis/NMc2AAAAMAAJ,/tps/Utrecht_1647_tp.png,,,,
Venice_1647,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_6/NSkQw6sAyUoC,,/tps/Venice_1647_frontispiece.png,,,
Rouen_1649,,,,,,,
London_1651,,https://www.proquest.com/docview/2248567719,/tps/London_1651_tp.png,,,,
Paris_1652,,https://www.google.com/books/edition/Paradoxes_contre_les_mathematiciens_qui/Aor4SmKcQJ0C,/tps/Paris_1652_tp.png,,,,
Amsterdam_1660,,https://www.google.ro/books/edition/Euklides_Ses_eerste_boekken_van_de_begin/VZlnAAAAcAAJ,/tps/Amsterdam_1660_tp.png,,,,
London_1661,,https://www.proquest.com/docview/2240865663,/tps/London_1661_tp.png,,,,
Leiden_and_Amsterdam_1673,,https://www.google.ro/books/edition/Evclidis_Elementorvm_Sex_Priores_Libri/ycVZAAAAcAAJ,/tps/Leiden_and_Amsterdam_1673_tp.png,/tps/Leiden_and_Amsterdam_1673_frontispiece.png,,,
Rouen_1676,,https://www.google.com/books/edition/Les_quinze_livres_des_elements_d_Euclide/oJkzoyScTZkC,/tps/Rouen_1676_tp.jpeg,,,,
Rouen_and_Paris_1677,,,,,,,
Naples_1679,,https://books.google.com/books/edition/Elementorum_libri_sex/EyALfNBReI8C,/tps/Naples_1679_tp.png,,,,
Rotterdam_1681,,https://books.google.com/books/edition/De_VI_eerste_boucken_Euclidis_van_de_beg/YhQYIJfYCxIC,/tps/Rotterdam_1681_tp.png,,,,
Paris_1682a,,https://www.google.com/books/edition/Oeuvres_posthumes_de_Mr_Rohault/RfrPCrkaFCUC,/tps/Paris_1682a_tp.jpeg,,,,
Lausanne_1683,,,,,,,
Rouen_and_Paris_1683,,https://www.google.com/books/edition/Les_quinze_livres_des_elemens_geometriqu/aTE0gAbQfk0C,/tps/Rouen_and_Paris_1683_tp.jpeg,,,,
Bologna_1684,,https://www.google.com/books/edition/Sex_priora_Euclidis_geometrica_elementa/R0BJn_G9tlgC,/tps/Bologna_1684_tp.png,,,,
Rouen_and_Paris_1685,,,,,,,
The_Hague_1690,,https://www.google.com/books/edition/Oeuvres_posthumes_de_Mr_Rohault_Tome_pre/sSGBeIWIpsYC,/tps/The_Hague_1690_tp.png,,,,
Leiden_1691,,https://www.google.com/books/edition/Euclidis_Elementorum_Sex_Libri_Priores/S6g2AAAAMAAJ,/tps/Leiden_1691_tp.png,/tps/Leiden_1691_frontispiece.png,,,
Leiden_1692,,https://www.google.com/books/edition/Elementorum_sex_libri_priores_magnam_par/QJllAAAAcAAJ,/tps/Leiden_1692_tp.png,/tps/Leiden_1692_frontispiece.png,,,
Paris_1693,,https://www.google.com/books/edition/Cours_de_Mathematique/cWKQ-2KEWGMC,/tps/Paris_1693_tp.png,,,,
Vienna_1694,,https://www.google.com/books/edition/Teutsch_redender_Euclides_oder_8_B%C3%BCcher/UMNZAAAAcAAJ,/tps/Vienna_1694_tp.png,,,,
Amsterdam_1695,,https://books.google.com/books/edition/Euclidis_Beginselen_der_meetkonst/l9RJAAAAMAAJ,/tps/Amsterdam_1695_tp.png,/tps/Amsterdam_1695_frontispiece.png,,,
Amsterdam_1697,,https://www.google.com/books/edition/Cours_de_mathematique/i9JLzazfMBcC,/tps/Amsterdam_1697_tp.png,,,,
Paris_1697,,https://www.google.com/books/edition/Cours_de_mathematique_qui_comprend_toute/FkpVmZBdKH4C,/tps/Paris_1697_tp.jpeg,,,,
Lübeck_and_Frankfurt_1699,,https://www.google.com/books/edition/Teutsch_redender_Euclides/0q1AAAAAcAAJ,/tps/Lübeck_and_Frankfurt_1699_tp.png,,,,
Naples_1701,,https://www.google.ro/books/edition/Elementa_Euclidis_ad_usum_nova_methodo_e/Rw0OAAAAQAAJ,/tps/Naples_1701_tp.png,,,,
Milan_1702,,https://www.google.com/books/edition/I_primi_sei_libri_d_Euclide_tratti_in_vo/nyD9ttqd2XgC,/tps/Milan_1702_tp.png,,,,
Naples_1702,,,,,,,
London_1705,,https://books.google.com.ec/books/edition/Euclide_s_Elements/pmpbAAAAQAAJ,/tps/London_1705_tp.png,,,,
"Kiel,_Hamburg_and_Leipzig_1697",,,,,,,
s.l_1650,,https://digital.slub-dresden.de/werkansicht/dlf/26307/1,/tps/s.l_1650_tp.png,,,,
Oxford_1703,,https://www.google.com/books/edition/Euclidis_quae_supersunt_omnia/mJNBAAAAcAAJ,/tps/Oxford_1703_tp.png,/tps/Oxford_1703_frontispiece.png,,,
Utrecht_n.d,,https://books.google.co.uk/books/edition/De_vijfthien_boecken/xNYqIHfhOh8C,/tps/Utrecht_n.d_tp.png,,,,
Lyon_1603,,https://www.google.com/books/edition/C_Dibuadij_In_geometriam_Euclidis_priori/BUdYGbg_Vm4C,/tps/Lyon_1603_tp.png,,,,
Paris_1667,,https://www.google.com/books/edition/Nouveaux_elemens_de_geometrie/X1jURV9nyigC,/tps/Paris_1667_tp.png,,,,
Lyon_1669,,https://www.google.com/books/edition/Synopsis_Geometrica/TfsGAAAAcAAJ,/tps/Lyon_1669_tp.png,,,,
Oxford_1705,,,,,,,
Livorno_1709,,https://www.google.com/books/edition/Euclides_reformatus_sive_plana_et_solida/085et4hApewC,/tps/Livorno_1709_tp.png,,,,
Lisbon_1735,,https://www.google.com/books/edition/Elementos_de_geometria_plana_e_solida_se/7zNx_QFbxnQC,/tps/Lisbon_1735_tp.png,/tps/Lisbon_1735_frontispiece.png,,,
Paris_1739,,https://www.google.com/books/edition/La_science_des_g%C3%A9om%C3%A8tres/WV2pWEEKkfkC,/tps/Paris_1739_tp.png,,,,
Uppsala_1741,,https://www.alvin-portal.org/alvin/view.jsf?pid=alvin-record%3A100982,/tps/Uppsala_1741_tp.png,,,,
Uppsala_1744,,,/tps/Uppsala_1744_tp.png,,,,
Pisa_1658,,https://www.google.com/books/edition/Euclides_restitutus_sive_Prisca_geometri/Dz8PAAAAQAAJ,/tps/Pisa_1658_tp.png,,,,
Paris_1675,,https://www.google.com/books/edition/ELEMENS_DES_MATHEMATIQUES_OU_PRINCIPES_G/pyOfRS8_A9AC,/tps/Paris_1675_tp.png,,,,
Rome_1680,,https://www.google.com/books/edition/Euclide_restituto_ouero_Gli_antichi_elem/0ZcD53GpCKoC,/tps/Rome_1680_tp.png,,,,
Paris_1685,,https://www.google.com/books/edition/Les_%C3%A9l%C3%A9mens_de_g%C3%A9om%C3%A9trie_ou_de_la_me/5acUAAAAQAAJ,/tps/Paris_1685_tp.png,,,,
Nuremberg_1625,,https://www.google.com/books/edition/Euclidis_Elementa_practica/DbVAAAAAcAAJ,/tps/bib-81_tp.png,,,,
London_1747,,https://archive.org/details/bim_eighteenth-century_elements-of-plane-geomet_simpson-thomas-frs_1747,/tps/London_1747_tp.jpg,,,,
Glasgow_1756,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_priores_sex_i/sioVAAAAQAAJ,/tps/Glasgow_1756_tp.png,,,,
The_Hague_1758,,https://www.google.com/books/edition/Elemens_de_geometrie/8y4SCfynpxEC,/tps/The_Hague_1758_tp.png,,,,
Halle_1758,,,,,,,
London_1789,,https://www.google.com/books/edition/Elements_of_Geometry/5ncAAAAAMAAJ,/tps/London_1789_tp.png,,,,
Paris_1794,,https://www.google.com/books/edition/%C3%89l%C3%A9ments_de_g%C3%A9om%C3%A9trie/Sx_WtPKsq98C,/tps/Paris_1794_tp.png,,,,
Edinburgh_1795,,https://www.google.com/books/edition/Elements_of_Geometry/9y7JI4_79RMC,/tps/Edinburgh_1795_tp.png,,,,
Naples_1810,,,,,,,
Paris_1814,,https://gallica.bnf.fr/ark:/12148/bpt6k1521328b,,,,,
Nuremberg_1821,,https://www.google.com/books/edition/Mathematisch_critische_Bearbeitung_des_e/iG9Qdfm2gasC,/tps/Nuremberg_1821_tp.png,,,,
Berlin_1824,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_sex_priores/Ap4AAAAAYAAJ,/tps/Berlin_1824_tp.png,,,,
Lund_1855,,,,,,,
Leipzig_1883,,https://www.google.fr/books/edition/Euclidis_Opera_omnia_Elementa_libri_I_IV/Xl5uadxJRJcC?hl=en&gbpv=1&pg=PP11&printsec=frontcover,/tps/Leipzig_1883_tp.png,,,,
Antwerp_1665,,https://www.google.com/books/edition/Elementa_geometriae_planae_ac_solidae_qu/5QW1_BfWL70C,/tps/Antwerp_1665_tp.png,,,,
Rome_1695,,https://www.google.co.il/books/edition/Euclides_restitutus_sive_prisca_geometri/aA4OAAAAQAAJ,/tps/Rome_1695_tp.png,,,,
Paris_1695,,,,,,,
Uppsala_1642,,https://www.google.com/books/edition/Martini_E_Gestrini_in_Geometriam_Euclidi/qIxmAAAAcAAJ,/tps/Uppsala_1642_tp.png,,,,
key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
1496,,https://www.google.com/books/edition/In_hoc_opere_contenta_Arithmetica_decem/KCJNAAAAcAAJ,/tps/1496_tp.png,,,,
Mainz_1611_1612,,https://www.google.com/books/edition/Christophori_Clavii_Bambergsensis_Opera/oWBDAAAAcAAJ,/tps/Mainz_1611_1612_tp.png,,,,
Strasbourg_1529,,https://www.google.com/books/edition/Elementale_geometricum/mN9RAAAAcAAJ,,,,,
Paris_1532,,https://www.google.com/books/edition/Orontii_Finei_Delphinatis_Protomathesis/x2Ruac-uYXQC,/tps/Paris_1532_tp.png,,,,
Paris_1534a,,https://www.google.com/books/edition/Elementale_geometricum_ex_Euclidis_geome/175Y7ym3ricC,,,,,
Nuremberg_1539,,https://www.google.com/books/edition/Das_erst_buch_der_Geometria/Vg88AAAAcAAJ,/tps/Nuremberg_1539_tp.png,,,,
Basel_1546b,,https://www.google.com/books/edition/Euclidis_Megarensis_mathematici_clarissi/lDJZAAAAcAAJ,/tps/Basel_1546b_tp.png,,,,
ustc-44,,https://gallica.bnf.fr/ark:/12148/bpt6k87022278,/tps/ustc-44_tp.jpeg,,,,
Paris_1557a,,https://www.google.com/books/edition/Eisag%C5%8Dg%C4%93_harmonik%C4%93/EUM8AAAAcAAJ,/tps/Paris_1557a_tp.png,,,,
Paris_1557b,,https://www.google.com/books/edition/Eisag%C5%8Dg%C4%93_harmonik%C4%93/EUM8AAAAcAAJ,/tps/Paris_1557b_tp.png,,,,
Strasbourg_1557,,https://www.google.com/books/edition/%CE%95%E1%BD%90%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CE%BF%CF%85_%CE%9A%CE%B1%CF%84%CE%BF%CF%80%CF%84%CF%81%CE%B9%CE%BA%CE%B1/VcNlAAAAcAAJ,/tps/Strasbourg_1557_tp.png,,,,
Messina_1558,,https://www.google.com/books/edition/Theodosii_Sphaericorvm_Elementorvm_Libri/SUxZAAAAcAAJ,/tps/Messina_1558_tp.png,,,,
Paris_1565a,,https://www.google.com/books/edition/Le_Premier_liure_d_Archimede_des_choses/CGhnAAAAcAAJ,/tps/Paris_1565a_tp.png,,,,
Paris_1566b,,,,,,,
Valencia_1569,,https://www.google.com/books/edition/Elementa_Arithmeticae_ac_Geometriae_ad_d/K70GCXRIKywC,/tps/Valencia_1569_tp.png,,,,
Florence_1573,,https://archive.org/details/prospettivadieu00eucl/page/n1/mode/2up,/tps/Florence_1573_tp.png,,,,
ustc-32,,https://gallica.bnf.fr/ark:/12148/bpt6k87019956,/tps/ustc-32_tp.jpeg,,,,
Madrid_1585,,https://www.google.com/books/edition/La_perspectiva_y_especularia_traduzidas/7cVZAAAAcAAJ,/tps/Madrid_1585_tp.png,,,,
Ferrara_1587,,https://www.google.com/books/edition/Della_Nuova_Geometria_Libri_XV/Yww8AAAAcAAJ,/tps/Ferrara_1587_tp.png,,,,
Tours_1593,,https://www.google.com/books/edition/Variorum_de_rebus_mathematicis_responsor/7_BCAAAAcAAJ,/tps/Tours_1593_tp.png,,,,
Leiden_1599,,https://www.google.com/books/edition/Optica_et_catoptrica/WAuofnpXfqgC,/tps/Leiden_1599_tp.png,,,,
ustc-29,,https://gallica.bnf.fr/ark:/12148/bpt6k5818416x,/tps/ustc-29_tp.jpeg,,,,
Paris_1604,,https://www.google.com/books/edition/Euclidis_Optica_et_Catoptrica/eZIIMmRZpToC,/tps/Paris_1604_tp.png,,,,
ustc-16,,https://search.proquest.com/docview/2090307959,/tps/ustc-16_tp.jpeg,,,,
ustc-8,,https://search.proquest.com/docview/2090298556,/tps/ustc-8_tp.jpeg,,,,
ustc-22,,https://search.proquest.com/docview/2090315089,/tps/ustc-22_tp.jpeg,,,,
ustc-43,,https://gallica.bnf.fr/ark:/12148/bpt6k8702038c,/tps/ustc-43_tp.jpeg,,,,
ustc-14,,https://search.proquest.com/docview/2090334673,/tps/ustc-14_tp.jpeg,,,,
ustc-54,,https://gallica.bnf.fr/ark:/12148/bpt6k8720508w,/tps/ustc-54_tp.jpeg,,,,
ustc-2,,https://search.proquest.com/docview/2090320706,/tps/ustc-2_tp.jpeg,,,,
ustc-18,,https://search.proquest.com/docview/2090304714,/tps/ustc-18_tp.jpeg,,,,
ustc-31,,https://gallica.bnf.fr/ark:/12148/bpt6k87026608,/tps/ustc-31_tp.jpeg,,,,
Leiden_1615,,https://www.google.com/books/edition/Fundamenta_arithmetica_et_geometrica_cum/RJoezKwHV3AC,/tps/Leiden_1615_tp.png,,,,
ustc-3,,https://search.proquest.com/docview/2090307978,/tps/ustc-3_tp.jpeg,,,,
ustc-33,,https://gallica.bnf.fr/ark:/12148/bpt6k107841b,/tps/ustc-33_tp.jpeg,,,,
ustc-56,,https://gallica.bnf.fr/ark:/12148/bpt6k87092602,/tps/ustc-56_tp.jpeg,,,,
ustc-59,,https://gallica.bnf.fr/ark:/12148/bpt6k107841b,/tps/ustc-59_tp.jpeg,,,,
ustc-57,,https://gallica.bnf.fr/ark:/12148/bpt6k8720481p,/tps/ustc-57_tp.jpeg,,,,
Bologna_1620,,https://www.google.com/books/edition/I_primi_sei_libri_de_gl_Elementi_d_Eucli/F1e1uphuIpUC,/tps/Bologna_1620_tp.png,,,,
ustc-55,,https://gallica.bnf.fr/ark:/12148/bpt6k62778862,/tps/ustc-55_tp.jpeg,,,,
ustc-58,,https://gallica.bnf.fr/ark:/12148/bpt6k6273664j,/tps/ustc-58_tp.jpeg,,,,
ustc-39,,https://gallica.bnf.fr/ark:/12148/bpt6k62761670,/tps/ustc-39_tp.jpeg,,,,
ustc-61,,https://gallica.bnf.fr/ark:/12148/bpt6k6273667s,/tps/ustc-61_tp.jpeg,,,,
ustc-62,,https://gallica.bnf.fr/ark:/12148/bpt6k6273667s,/tps/ustc-62_tp.jpeg,,,,
ustc-36,,https://gallica.bnf.fr/ark:/12148/bpt6k8720054d,/tps/ustc-36_tp.jpeg,,,,
ustc-60,,https://gallica.bnf.fr/ark:/12148/bpt6k8720451j,/tps/ustc-60_tp.jpeg,,,,
ustc-11,,https://search.proquest.com/docview/2090298422,/tps/ustc-11_tp.jpeg,,,,
ustc-21,,https://search.proquest.com/docview/2090304463,/tps/ustc-21_tp.jpeg,,,,
ustc-51,,https://gallica.bnf.fr/ark:/12148/bpt6k8702225f,/tps/ustc-51_tp.jpeg,,,,
Strasbourg_1625,,https://www.google.com/books/edition/Josephi_Langii_Caesaremontani_Elementale/1pxlziDi9p0C,/tps/Strasbourg_1625_tp.png,,,,
ustc-4,,https://search.proquest.com/docview/2090310381,/tps/ustc-4_tp.jpeg,,,,
Paris_1626,,https://gallica.bnf.fr/view3if/ga/ark:/12148/bpt6k8702136w,/tps/Paris_1626_tp.jpeg,,,,
ustc-9,,https://search.proquest.com/docview/2090301422,/tps/ustc-9_tp.jpeg,,,,
ustc-10,,https://search.proquest.com/docview/2090358007,/tps/ustc-10_tp.jpeg,,,,
ustc-23,,https://search.proquest.com/docview/2090304769,/tps/ustc-23_tp.jpeg,,,,
ustc-38,,https://gallica.bnf.fr/ark:/12148/bpt6k8702145v,/tps/ustc-38_tp.jpeg,,,,
ustc-50,,https://gallica.bnf.fr/ark:/12148/bpt6k8720461x,/tps/ustc-50_tp.jpeg,,,,
ustc-26,,https://search.proquest.com/docview/2090313698,/tps/ustc-26_tp.jpeg,,,,
ustc-40,,https://gallica.bnf.fr/ark:/12148/bpt6k87204571,/tps/ustc-40_tp.jpeg,,,,
Jena_1628,,https://www.google.com/books/edition/Heinrici_Hofmanni_Professoris_Mathematic/sswGAAAAcAAJ,/tps/Jena_1628_tp.png,,,,
ustc-6,,https://search.proquest.com/docview/2090323385,/tps/ustc-6_tp.jpeg,,,,
ustc-15,,https://search.proquest.com/docview/2090313844,/tps/ustc-15_tp.jpeg,,,,
ustc-41,,https://gallica.bnf.fr/ark:/12148/bpt6k5821952m,/tps/ustc-41_tp.jpeg,,,,
ustc-47,,https://gallica.bnf.fr/ark:/12148/bpt6k58230969,/tps/ustc-47_tp.jpeg,,,,
ustc-48,,https://gallica.bnf.fr/ark:/12148/bpt6k10403328,/tps/ustc-48_tp.jpeg,,,,
ustc-49,,https://gallica.bnf.fr/ark:/12148/bpt6k5823709j,/tps/ustc-49_tp.jpeg,,,,
ustc-28,,https://gallica.bnf.fr/ark:/12148/bpt6k8701994s,/tps/ustc-28_tp.jpeg,,,,
ustc-27,,https://gallica.bnf.fr/ark:/12148/bpt6k887117s,/tps/ustc-27_tp.jpeg,,,,
ustc-52,,https://gallica.bnf.fr/ark:/12148/bpt6k887117s,/tps/ustc-52_tp.jpeg,,,,
Innsbruck_1634,,https://www.google.com/books/edition/Clavis_mathematica/RptEAAAAcAAJ,/tps/Innsbruck_1634_tp.png,,,,
ustc-5,,https://search.proquest.com/docview/2315041694,/tps/ustc-5_tp.jpeg,,,,
ustc-24,,https://search.proquest.com/docview/2090315856,/tps/ustc-24_tp.jpeg,,,,
ustc-34,,https://gallica.bnf.fr/ark:/12148/bpt6k8702223m,/tps/ustc-34_tp.jpeg,,,,
ustc-45,,https://gallica.bnf.fr/ark:/12148/bpt6k8720499c,/tps/ustc-45_tp.jpeg,,,,
ustc-25,,https://search.proquest.com/docview/2090310335,/tps/ustc-25_tp.jpeg,,,,
Innsbruck_1636,,,,,,,
ustc-12,,https://search.proquest.com/docview/2090305231,/tps/ustc-12_tp.jpeg,,,,
ustc-46,,https://gallica.bnf.fr/ark:/12148/bpt6k1520679c,/tps/ustc-46_tp.jpeg,,,,
ustc-7,,https://search.proquest.com/docview/2090310810,/tps/ustc-7_tp.jpeg,,,,
ustc-13,,https://search.proquest.com/docview/2090349026,/tps/ustc-13_tp.jpeg,,,,
ustc-1,,https://search.proquest.com/docview/2090305197,/tps/ustc-1_tp.jpeg,,,,
ustc-30,,https://gallica.bnf.fr/ark:/12148/bpt6k87022241,/tps/ustc-30_tp.jpeg,,,,
ustc-35,,https://gallica.bnf.fr/ark:/12148/bpt6k87022241,/tps/ustc-35_tp.jpeg,,,,
ustc-63,,https://gallica.bnf.fr/ark:/12148/bpt6k8720784z,/tps/ustc-63_tp.jpeg,,,,
ustc-20,,https://search.proquest.com/docview/2090313051,/tps/ustc-20_tp.jpeg,,,,
