key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
ustc-19,,https://search.proquest.com/docview/2090313736,/tps/ustc-19_tp.jpeg,,,,
ustc-53,,https://gallica.bnf.fr/ark:/12148/bpt6k8720799d,/tps/ustc-53_tp.jpeg,,,,
ustc-17,,https://search.proquest.com/docview/2090298346,/tps/ustc-17_tp.jpeg,,,,
Amsterdam_1660a,,https://www.google.com/books/edition/De_universae_mathesios_natura_et_constit/ih9mAAAAcAAJ,/tps/Amsterdam_1660a_tp.png,,,,
ustc-42,,https://gallica.bnf.fr/ark:/12148/bpt6k8720498z,/tps/ustc-42_tp.jpeg,,,,
Paris_1661,,https://www.google.com/books/edition/Le_cours_de_math%C3%A9matique_d%C3%A9di%C3%A9_%C3%A0_la/GuKCQTTiHMIC,/tps/Paris_1661_tp.png,,,,
Le_Mans_1663,,https://www.google.com/books/edition/La_perspective_d_Euclide_traduite_en_fra/_pzn2kW9CAcC,/tps/Le_Mans_1663_tp.png,,,,
Bologna_1663,,https://www.google.com/books/edition/Euclide_rinnouato_ouero_gl_antichi_eleme/Si8r71waAW8C,/tps/Bologna_1663_tp.png,,,,
Turin_1671,,https://www.google.com/books/edition/Evclides_Adavctvs_Et_Methodicvs_Mathemat/BXVpAAAAcAAJ,/tps/Turin_1671_tp.png,,,,
Amsterdam_1672,,https://www.google.com/books/edition/Euclides_danicus/9SRcAAAAcAAJ,/tps/Amsterdam_1672_tp.png,,,,
Valencia_1673,,https://www.google.com/books/edition/Euclides_novo_antiquus_singulari_methodo/jnuBFEIHGMgC,,,,,
Florence_1674,,https://www.google.com/books/edition/Qvinto_libro_degli_Elementi_d_Evclide/WvhJAAAAMAAJ,/tps/Florence_1674_tp.png,,,,
London_1678a,,https://www.google.com/books/edition/Euclidis_Elementa_geometrica_novo_ordine/vQHKXlJUaqMC,/tps/London_1678a_tp.png,/tps/London_1678a_frontispiece.png,,,
Rome_1679,,https://www.google.com/books/edition/Euclides_restitutus_denu%C3%B2_limatus_siue/8n07S9c7y6wC,/tps/Rome_1679_tp.png,,,,
The_Hague_1683,,https://www.google.com/books/edition/Nouveaux_elemens_de_geometrie_contenant/NUFK3UiXrZwC,/tps/The_Hague_1683_tp.png,,,,
Paris_1689,,https://www.google.com/books/edition/Nouveaux_%C3%A9l%C3%A9mens_des_math%C3%A9matiques_ou/jh9evFRNYsEC,/tps/Paris_1689_tp.png,,,,
Venice_1491,,https://archive.org/details/arithmeticageome00boet/page/n5/mode/2up,/tps/Venice_1491_tp.jpeg,,,,
Venice_1498,,https://www.google.com/books/edition/Georgio_Valla_Placentino_interprete_Hoc/EKC8AXlrV30C,,,,,
Paris_1500,,https://gallica.bnf.fr/ark:/12148/bpt6k87102661,/tps/Paris_1500_tp.jpeg,,,,
Paris_1507,,https://www.google.com/books/edition/Textus_de_Sphera_Joannis_de_Sacrobosco_C/QUId66p1OPkC,/tps/Paris_1507_tp.png,,,,
Paris_1511,,https://www.google.com/books/edition/Textus_De_Sphera_Johannis_de_Sacrobosco/uc5eRAGMC3kC,/tps/Paris_1511_tp.png,,,,
Paris_1516a,,https://www.google.com/books/edition/Textus_De_sphera_Ioannis_de_Sacrobosco_C/3ZjHsWErlIMC,/tps/Paris_1516a_tp.png,,,,
Paris_1521,,,,,,,
Paris_1527,,https://www.google.com/books/edition/Textus_de_sphaera_Ioannis_de_Sacrobosco/bhpVUwZJCaUC,/tps/Paris_1527_tp.png,,,,
Paris_1531,,https://www.google.com/books/edition/Textvs_De_Sphaera_Ioannis_De_Sacrobosco/xEVbAAAAcAAJ,/tps/Paris_1531_tp.png,,,,
Paris_1534,,https://www.google.com/books/edition/Elementale_geometricum_ex_Euclidis_geome/175Y7ym3ricC,,,,,
Paris_1538,,https://www.google.com/books/edition/Textus_de_Sphaera_Ioannis_de_SacroBosco/qOrWa5NQZvAC,/tps/Paris_1538_tp.png,,,,
Basel_1546a,,https://www.google.com/books/edition/Anitii_Manlii_Severini_Boethi_in_omnibvs/DaBBAAAAcAAJ,/tps/Basel_1546a_tp.png,,,,
Strasbourg_1572,,https://www.google.com/books/edition/Sphaericae_doctrinae_propositiones_graec/w71aAAAAcAAJ,/tps/Strasbourg_1572_tp.png,,,,
Rome_1591,,https://books.google.com/books/edition/Euclidis_Phaenomena_post_Zamberti_Maurol/h8uujuoLtc4C,/tps/Rome_1591_tp.png,,,,
Rome_1593,,https://www.google.com/books/edition/Antonii_Possevini_Iudicium_De_Nuae_milit/KN4lGxsgUJgC,/tps/Rome_1593_tp.png,,,,
Venice_1603,,https://www.google.com/books/edition/Antonii_Posseuini_Mantuani_societatis_Ie/VaQWEWVlgHYC,/tps/Venice_1603_tp.png,,,,
Basel_1570,,https://www.google.com/books/edition/Anitii_Manlii_Severini_Boethi_Philosopho/BKRoAAAAcAAJ,/tps/Basel_1570_tp.png,,,,
Cologne_1607a,,https://www.google.com/books/edition/Antonii_Possevini_Mantvani_Societatis_Ie/yqWtNTuCDvgC,/tps/Cologne_1607a_tp.png,,,,
Leipzig_1607,,,,,,,
Rome_1609,,https://www.google.com/books/edition/Euclidis_Phaenomena_post_Zamberti_Maurol/WX-ohGuA9lcC,/tps/Rome_1609_tp.png,,,,
Arnhem_1620,,https://www.google.com/books/edition/Nova_reperta_geometrica/3t9hYk3GkSwC,/tps/Arnhem_1620_tp.png,,,,
Paris_1625,,https://www.google.com/books/edition/Data/mGkz3qjgqg0C,/tps/Paris_1625_tp.png,,,,
Paris_1626b,,,,,,,
Amsterdam_1652,,https://www.google.com/books/edition/Antiquae_musicae_auctores_septem/QdsPAAAAQAAJ,/tps/Amsterdam_1652_tp.png,,,,
Cambridge_1657,,https://www.google.com/books/edition/Euclidis_Data_succinct%C3%A8_demonstrata_un/YcllAAAAcAAJ,/tps/Cambridge_1657_tp.png,,,,
MorisS-1-1,,https://www.google.com/books/edition/Problemes_plaisans_et_delectables_qui_se/AvNbAAAAcAAJ,/tps/MorisS-1-1_tp.png,,,,
MorisS-2-1,,https://www.google.com/books/edition/Joannis_de_Beaugrand_Geostatice_Seu_de_v/NcNlAAAAcAAJ,/tps/MorisS-2-1_tp.png,,,,
MorisS-3-2,,https://www.google.com/books/edition/Nova_geometriae_clavis_algebra/kBMOAAAAQAAJ?,/tps/MorisS-3-2_tp.png,,,,
MorisS-3-3,,https://www.google.com/books/edition/Tabulae_lodoic%C3%A6%C3%A6_seu_Vniuersa_eclipseo/4RChxkc11FIC,/tps/MorisS-3-3_tp.png,,,,
MorisS-3-4,,https://www.google.com/books/edition/Tractatus_De_Proportione_Harmonica/7Yo_AAAAcAAJ,/tps/MorisS-3-4_tp.png,,,,
MorisS-3-5,,https://www.google.com/books/edition/Diophantus_geometra_siue_opus_contextum/XgYtpDLjGLAC,/tps/MorisS-3-5_tp.png,,,,
MorisS-3-6,,https://www.google.com/books/edition/Opus_astronomicum/gFM_AAAAcAAJ,/tps/MorisS-3-6_tp.png,,,,
MorisS-4-1,,https://www.google.com/books/edition/La_pratiqve_dv_trait_a_prevves_de_Mr_Des/I0XHrF9qUTsC,/tps/MorisS-4-1_tp.png,"/tps/MorisS-4-1_frontispiece.png,/tps/MorisS-4-1_frontispiece.png",,,
MorisS-4-2,,https://www.google.com/books/edition/La_maniere_universelle_de_Mr_Desargues_p/IQJfAAAAcAAJ,/tps/MorisS-4-2_tp.png,"/tps/MorisS-4-2_frontispiece.png,/tps/MorisS-4-2_frontispiece.png",,,
MorisS-4-3,,https://www.google.com/books/edition/La_maniere_universelle_de_Mr_Desargues_p/IQJfAAAAcAAJ,/tps/MorisS-4-3_tp.png,/tps/MorisS-4-3_frontispiece.png,,,
MorisS-4-4,,https://www.google.com/books/edition/Mani%C3%A8re_universelle_de_Mr_Desargues_pou/vBN7cDViLn0C,/tps/MorisS-4-4_tp.png,/tps/MorisS-4-4_frontispiece.png,,,
MorisS-4-5,,https://www.google.com/books/edition/Moyen_universel_de_pratiquer_la_perspect/fwFfAAAAcAAJ,/tps/MorisS-4-5_tp.png,"/tps/MorisS-4-5_frontispiece.png,/tps/MorisS-4-5_frontispiece.png",,,
MorisS-4-6,,https://www.google.com/books/edition/Representations_geometrales_de_plusieurs/ZiqrHLWuIoUC,/tps/MorisS-4-6_tp.png,,,,
MorisS-4-7,,https://www.google.com/books/edition/TRAIT%C3%89_DES_MANIERES_DE_DESSINER_LES_ORD/qcfUah_pXLkC,/tps/MorisS-4-7_tp.png,/tps/MorisS-4-7_frontispiece.png,,,
MorisS-5-1,,https://www.proquest.com/docview/2090360425,/tps/MorisS-5-1_tp.jpeg,,,,
MorisS-5-2,,https://www.google.com/books/edition/Philolai_sive_dissertationis_de_vero_sys/okLXZ_4ah80C,/tps/MorisS-5-2_tp.png,,,,
MorisS-5-3,,https://www.google.com/books/edition/Astronomia_philolaica/ocy0d3BG4NEC,/tps/MorisS-5-3_tp.png,,,,
MorisS-5-4,,https://www.google.com/books/edition/De_lineis_spiralibus_demonstrationes_nov/cJs_AAAAcAAJ,/tps/MorisS-5-4_tp.png,,,,
MorisS-9-3,,https://www.proquest.com/docview/2090350659,/tps/MorisS-9-3_tp.jpeg,,,,
MorisS-10-1,,https://www.google.com/books/edition/Tractatus_Physicus_De_Motu_Locali/zlw_AAAAcAAJ,/tps/MorisS-10-1_tp.png,,,,
MorisS-10-3,,https://www.google.com/books/edition/Opusculum_Geometricum_de_linea_Sinuum_et/m5U_AAAAcAAJ,/tps/MorisS-10-3_tp.png,,,,
MorisS-13-1,,https://www.google.com/books/edition/L_usage_du_m%C3%A9iom%C3%A8re/FgMOAAAAQAAJ,/tps/MorisS-13-1_tp.png,,,,
MorisS-13-2,,https://www.google.com/books/edition/De_motu_impresso_a_motore_translato_epis/LNJaAAAAcAAJ,/tps/MorisS-13-2_tp.png,,,,
MorisS-13-3,,https://www.google.com/books/edition/De_apparente_magnitudine_solis_humilis_e/doQ_AAAAcAAJ,/tps/MorisS-13-3_tp.png,,,,
MorisS-13-4,,https://www.google.com/books/edition/De_proportione_qua_gravia_decidentia_acc/lEbdNrVMeYcC,/tps/MorisS-13-4_tp.png,,,,
MorisS-13-5,,https://www.google.com/books/edition/Institutio_astronomica/RVg_AAAAcAAJ,/tps/MorisS-13-5_tp.png,,,,
MorisS-14-1,,https://www.google.com/books/edition/Tables_des_Sinus_tangentes_et_secantes/xAYHAAAAcAAJ,/tps/MorisS-14-1_tp.png,,,,
MorisS-14-3,,https://www.google.com/books/edition/Invention_nouvelle_En_L_Algebre/JMQoAAAAcAAJ,/tps/MorisS-14-3_tp.png,,,,
MorisS-15-1,,https://gallica.bnf.fr/ark:/12148/bpt6k109536h,/tps/MorisS-15-1_tp.png,,,,
MorisS-16-1,,https://www.google.com/books/edition/Memoires_mathematiques_recueillis_et_dre/SjOmhPtL3pAC,/tps/MorisS-16-1_tp.png,,,,
MorisS-16-3,,https://www.google.com/books/edition/Vsage_Dv_Compas_De_Proportion/wiFfAAAAcAAJ,/tps/MorisS-16-3_tp.png,,,,
MorisS-16-4,,https://www.google.com/books/edition/Canon_manuel_des_sinus_touchantes_et_cou/LtAFDIMmglMC,/tps/MorisS-16-4_tp.png,,,,
MorisS-16-5,,https://www.google.com/books/edition/Cosmographie/aI05AAAAcAAJ,/tps/MorisS-16-5_tp.png,,,,
MorisS-16-6,,https://www.google.com/books/edition/La_G%C3%A9om%C3%A9trie_et_la_pratique_g%C3%A9n%C3%A9rale/S0a6jCLI614C,/tps/MorisS-16-6_tp.png,,,,
MorisS-16-7,,https://www.google.com/books/edition/Sommaire_de_l_alg%C3%A8bre_tr%C3%A8s_n%C3%A9cessaire/Px4TAAAAQAAJ,/tps/MorisS-16-7_tp.png,,,,
MorisS-16-10,,https://www.google.com/books/edition/R%C3%A9cr%C3%A9ation_math%C3%A9matique/VsY5AAAAcAAJ,/tps/MorisS-16-10_tp.png,,,,
MorisS-16-11,,https://www.google.com/books/edition/L_usage_du_m%C3%A9iom%C3%A8re/FgMOAAAAQAAJ,/tps/MorisS-16-11_tp.png,,,,
MorisS-17-1,,https://www.google.com/books/edition/Cursus_mathematicus_noua_breui_et_clara/4LJPcJ6sBcgC,/tps/MorisS-17-1_tp.png,,,,
MorisS-17-2,,https://www.google.com/books/edition/Cursus_mathematicus_nova_brevi_et_clara/LzL6GinT3OsC,/tps/MorisS-17-2_tp.png,,,,
MorisS-17-3,,https://www.google.com/books/edition/Supplementum_Cursus_mathematici_continen/5_dsTRSiW68C,/tps/MorisS-17-3_tp.png,,,,
MorisS-18-1,,https://www.google.com/books/edition/Quadratura_Circuli_et_hyperbolae_segment/42NnAAAAcAAJ,/tps/MorisS-18-1_tp.png,,,,
MorisS-18-4,,https://www.google.com/books/edition/Veterum_geometria_promota_in_septem_de_c/gVHE0e7lEyIC,/tps/MorisS-18-4_tp.png,,,,
MorisS-20-5,,https://www.google.com/books/edition/Select%C3%A6_propositiones_in_tota_sparsim_m/R8ZlAAAAcAAJ,/tps/MorisS-20-5_tp.png,,,,
MorisS-20-6,,https://www.google.com/books/edition/R%C3%A9cr%C3%A9ation_math%C3%A9matique/QsY5AAAAcAAJ,/tps/MorisS-20-6_tp.png,,,,
MorisS-21-1,,https://gallica.bnf.fr/ark:/12148/bpt6k8720470w,/tps/MorisS-21-1_tp.png,,,,
MorisS-21-2,,https://www.google.com/books/edition/Trait%C3%A9_de_l_harmonie_universelle/oSNDAAAAcAAJ,/tps/MorisS-21-2_tp.png,,,,
MorisS-21-5,,https://www.google.com/books/edition/Questions_harmoniques_dans_lesquelles_so/KacOgu54Gh4C,/tps/MorisS-21-5_tp.png,,,,
MorisS-21-6,,https://www.google.com/books/edition/Les_Preludes_de_l_harmonie_vniverselle_o/zOU2mAAvev0C,/tps/MorisS-21-6_tp.png,,,,
MorisS-21-7,,https://www.google.com/books/edition/F_Marini_Mersenni_ordinis_Minim_Harmonic/kLEt1wcHW3MC,/tps/MorisS-21-7_tp.png,,,,
MorisS-21-8,,https://www.google.com/books/edition/Harmonie_Vniverselle/sjB9N-vvW7wC,/tps/MorisS-21-8_tp.png,,,,
MorisS-21-9,,https://www.google.com/books/edition/Les_Novvelles_Pens%C3%A9es_De_Galil%C3%A9e_Mathe/E4c5AAAAcAAJ,/tps/MorisS-21-9_tp.png,,,,
MorisS-21-10,,https://www.google.com/books/edition/Universae_geometriae_synopsis/Jpc8EMRpw4QC,/tps/MorisS-21-10_tp.png,,,,
MorisS-21-11,,https://www.google.com/books/edition/F_Marini_Mersenni_Minimi_Cogitata_Physic/ZY4PAAAAQAAJ,/tps/MorisS-21-11_tp.png,,,,
MorisS-21-12,,https://gallica.bnf.fr/ark:/12148/bpt6k6495245g,/tps/MorisS-21-12_tp.png,,,,
MorisS-21-13,,https://www.google.com/books/edition/L_optique_et_la_catoptrique_du_P%C3%A8re_Mer/0llDAAAAcAAJ,/tps/MorisS-21-13_tp.png,,,,
MorisS-22-2,,https://www.google.com/books/edition/Famosi_et_antiqui_problematis_de_telluri/7tlNOy6wJdUC,/tps/MorisS-22-2_tp.png,,,,
MorisS-22-3,,https://www.google.com/books/edition/Trigonometriae_canonicae_libri_tres_Adiu/yi8nqneJIaQC,/tps/MorisS-22-3_tp.png,,,,
MorisS-22-4,,https://www.proquest.com/docview/2090334761,/tps/MorisS-22-4_tp.jpeg,,,,
MorisS-22-5,,https://gallica.bnf.fr/ark:/12148/btv1b86261788,/tps/MorisS-22-5_tp.png,,,,
MorisS-22-6,,https://www.google.com/books/edition/Trigonometrie_canonique/OYM_AAAAcAAJ,/tps/MorisS-22-6_tp.png,,,,
MorisS-22-7,,https://www.google.com/books/edition/Astrologia_Gallica_principiis_et_rationi/9l1jAAAAcAAJ,/tps/MorisS-22-7_tp.png,,,,
MorisS-23-1,,https://www.google.com/books/edition/Examen_Dv_Livre_Des_Recreations_Mathemat/jRlaAAAAcAAJ,/tps/MorisS-23-1_tp.png,,,,
MorisS-23-2,,https://www.google.com/books/edition/Claudij_Mydorgij_patricij_Parisini_Prodr/YSdBUG_l0S4C,/tps/MorisS-23-2_tp.png,,,,
MorisS-24-1,,https://www.google.com/books/edition/La_perspective_curieuse_ou_magie_artific/r1T-rypHaRgC,/tps/MorisS-24-1_tp.png,/tps/MorisS-24-1_frontispiece.png,,,
MorisS-24-2,,https://www.google.com/books/edition/L_Interpr%C3%A9tation_des_chiffres_ou_Reigle/WwsxTcVZkk4C,/tps/MorisS-24-2_tp.png,,,,
MorisS-24-3,,https://www.google.com/books/edition/Thaumaturgus_opticus_seu_admiranda_optic/-V1fAAAAcAAJ,/tps/MorisS-24-3_tp.png,/tps/MorisS-24-3_frontispiece.png,,,
MorisS-25-3,,https://gallica.bnf.fr/ark:/12148/btv1b86262012,/tps/MorisS-25-3_tp.png,,,,
MorisS-25-8,,https://www.google.com/books/edition/Lettres_de_A_Dettonville_pseud_de_Blaise/5KXy8lKhRGIC,/tps/MorisS-25-8_tp.png,,,,
MorisS-26-1,,https://www.google.com/books/edition/L_usage_ou_le_moyen_de_pratiquer_par_une/9S0PAAAAQAAJ,/tps/MorisS-26-1_tp.png,,,,
MorisS-26-2,,https://www.google.com/books/edition/Dissertations_sur_la_nature_des_cometes/H4Q_AAAAcAAJ,/tps/MorisS-26-2_tp.png,,,,
MorisS-27-1,,https://www.proquest.com/docview/2090298281,/tps/MorisS-27-1_tp.jpeg,,,,
MorisS-27-2,,https://gallica.bnf.fr/ark:/12148/bpt6k86288v,/tps/MorisS-27-2_tp.png,,,,
MorisS-28-1,,https://www.google.com/books/edition/La_Construction_l_usage_et_les_propri%C3%A9t/gP8NAAAAQAAJ,/tps/MorisS-28-1_tp.png,,,,
Beaulieu-1,,https://www.google.com/books/edition/La_g%C3%A9om%C3%A9trie_fran%C3%A7oise/hOk2AAAAMAAJ,/tps/Beaulieu-1_tp.png,/tps/Beaulieu-1_frontispiece.png,,,
Hardy-1,,https://gallica.bnf.fr/ark:/12148/bpt6k5722452z,/tps/Hardy-1_tp.png,,,,
Hardy-2,,https://gallica.bnf.fr/ark:/12148/bpt6k109537w,/tps/Hardy-2_tp.png,,,,
Hardy-3,,https://gallica.bnf.fr/ark:/12148/bpt6k65542q,/tps/Hardy-3_tp.png,,,,
MorisS-3-1,,,,,,,
MorisS-7-1,,,,,,,
MorisS-8-2,,https://gallica.bnf.fr/ark:/12148/bpt6k681999,,,,,
MorisS-15-2,,,,,,,
MorisS-21-4,,,,,,,
Hardy-4,,,,,,,
Hardy-5,,,,,,,
Hardy-6,,,,,,,
MorisS-8-3,,https://gallica.bnf.fr/ark:/12148/btv1b8626269n,,,,,
MorisS-12-1,,https://gallica.bnf.fr/ark:/12148/bpt6k3187867,/tps/MorisS-12-1_tp.png,,,,
MorisS-18-3,,https://gallica.bnf.fr/ark:/12148/btv1b8626205q,,,,,
MorisS-25-4,,https://gallica.bnf.fr/ark:/12148/btv1b8626199f,,,,,
bib-1,,https://www.proquest.com/docview/2090341012,/tps/bib-1_tp.jpg,,,,
bib-2,,https://gallica.bnf.fr/ark:/12148/bpt6k87022293,/tps/bib-2_tp.JPEG,,,,
bib-3,,,,,,,
bib-4,,,,,,,
bib-5,,https://www.google.com/books/edition/La_Pratique_universelle_de_G%C3%A9ometrie/wQs8AAAAcAAJ,/tps/bib-5_tp.png,,,,
bib-6,,https://www.google.com/books/edition/Geometria_practica/L8ZZAAAAcAAJ,/tps/bib-6_tp.png,,,,
bib-7,,https://www.proquest.com/docview/2240950422/99846954,/tps/bib-7_tp.jpg,,,,
bib-8,,https://www.google.com/books/edition/Underweysung_der_messung_mit_dem_zirckel/jbVp94yubs8C,/tps/bib-8_tp.png,,,,
bib-9,,https://www.google.com/books/edition/Liber_de_Geometria_practica/xj5SAAAAcAAJ,/tps/bib-9_tp.png,,,,
bib-10,,https://www.google.com/books/edition/La_Practiqve_De_La_Geometrie_D_Oronce_Pr/mNFZAAAAcAAJ,/tps/bib-10_tp.png,,,,
bib-12,,,,,,,
bib-13,,https://gallica.bnf.fr/ark:/12148/bpt6k8710806t,/tps/bib-13_tp.JPEG,,,,
bib-14,,https://www.google.com/books/edition/S%C5%A9ma_de_arithmetica_geometria_proportio/HzLM_2s-8MAC,,,,,
bib-15,,https://www.google.com/books/edition/L_Arithmetique_de_Jacques_Peletier_du_Ma/QM85AAAAcAAJ,/tps/bib-15_tp.png,,,,
bib-16,,https://www.google.com/books/edition/De_usu_geometriae_liber_I/-sxZAAAAcAAJ,/tps/bib-16_tp.png,,,,
bib-17,,https://www.google.com/books/edition/De_l_vsage_de_geometrie_Par_Iaques_Pelet/53FTQXywPiMC,/tps/bib-17_tp.png,,,,
bib-18,,https://www.google.com/books/edition/Obra_intitulada_Fragmentos_Mathematicos/bTA8AAAAcAAJ,/tps/bib-18_tp.png,,,,
bib-19,,https://www.google.com/books/edition/Tratado_de_Geometria_practica_y_speculat/7-ItjGhUIogC,/tps/bib-19_tp.png,,,,
bib-20,,https://www.google.com/books/edition/Geometria_Prattica/zQQMJjpmuncC,/tps/bib-20_tp.png,,,,
bib-21,,https://www.google.com/books/edition/P_Rami_Arithmeticae_libri_duo_geometriae/AVkShZ-9adAC,/tps/bib-21_tp.png,,,,
bib-22,,https://www.google.com/books/edition/Margarita_Philosophica/lh5fAAAAcAAJ,/tps/bib-22_tp.png,,,,
bib-23,,https://www.google.com/books/edition/General_Trattato_Di_Numeri_Et_Misure/ck9ZAAAAcAAJ,/tps/bib-23_tp.png,,,,
bib-24,,https://www.google.com/books/edition/Definitiones_elementi_quincti_et_sexti/dUAUWfQ5hlIC,/tps/bib-24_tp.png,,,,
bib-25,,https://www.google.com/books/edition/L_Arpanterie_D_Elie_Vinet/IQBaAAAAcAAJ,/tps/bib-25_tp.png,,,,
bib-26,,https://www.google.com/books/edition/Opuscoli_morali_di_Leon_Batista_Alberti/MDY8AAAAcAAJ,/tps/bib-26_tp.png,,,,
bib-27,,https://www.google.com/books/edition/L_architettura/PyM8AAAAcAAJ,/tps/bib-27_tp.png,,,,
bib-28,,https://www.google.com/books/edition/Lecons_de_perspective_positive/qgZfAAAAcAAJ,/tps/bib-28_tp.png,,,,
bib-29,,https://www.google.com/books/edition/Livre_d_architecture/yUxbAAAAcAAJ,/tps/bib-29_tp.png,,,,
bib-30,,,,,,,
bib-31,,http://digital.slub-dresden.de/ppn277127270,/tps/bib-31_tp.png,,,,
bib-32,,https://www.google.com/books/edition/The_Two_Bookes_of_the_Proficience_and_Ad/OKRSAAAAcAAJ,/tps/bib-32_tp.png,,,,
bib-33,,https://www.google.com/books/edition/Del_modo_di_misurare_le_distantie_le_sup/p9GYbUUZnGwC,/tps/bib-33_tp.png,,,,
bib-34,,https://www.google.com/books/edition/Ragionamenti_Accademici_Di_Cosimo_Bartol/jTA8AAAAcAAJ,/tps/bib-34_tp.png,,,,
bib-35,,https://www.google.com/books/edition/Io_Baptistae_Benedicti_Patritii_Veneti_p/qfVlAAAAcAAJ,/tps/bib-35_tp.jpeg,,,,
bib-36,,https://www.google.com/books/edition/Della_Consolatione_de_la_filosofia/C4M6AAAAcAAJ,/tps/bib-36_tp.png,,,,
bib-37,,,,,,,
bib-38,,https://www.google.com/books/edition/Summa_Geometriae_Practicae/A8VZAAAAcAAJ,/tps/bib-38_tp.png,/tps/bib-38_frontispiece.png,,,
bib-39,,https://www.google.com/books/edition/Della_Fortificatione_Delle_Citt%C3%A0/b6VmszXPLpwC,/tps/bib-39_tp.png,,,,
bib-40,,https://www.google.com/books/edition/Van_Den_Circkel/nVlRAAAAcAAJ,/tps/bib-40_tp.png,,,,
bib-41,,https://www.google.com/books/edition/Ptolemaei_Planisphaerium_Iordani_planisp/4zs8AAAAcAAJ,/tps/bib-41_tp.png,,,,
bib-42,,https://www.google.com/books/edition/De_superficierum_diuisionibus_liber_Mach/dxA4kT-KjF8C,/tps/bib-42_tp.png,,,,
bib-43,,https://www.google.com/books/edition/Tesoro_de_la_lengua_castellana_o_espa%C3%B1o/qKm8nzelynUC,/tps/bib-43_tp.png,,,,
bib-44,,https://www.google.com/books/edition/Le_Premier_tome_de_l_Architecture_de_Phi/t4IMD9xRcmUC,/tps/bib-44_tp.png,,,,
bib-45,,https://www.google.com/books/edition/OPERE_DI_ORONTIO_FINEO_DEL_DELFINATO/t2c9ZcwpeCIC,/tps/bib-45_tp.png,,,,
bib-46,,https://www.google.com/books/edition/Vsaige_Et_description_de_l_holometre_Pou/WvR1IBq2I9sC,/tps/bib-46_tp.png,,,,
bib-47,,https://www.google.com/books/edition/Usaige_et_description_de_l_Holometro_pou/RsZlAAAAcAAJ,/tps/bib-47_tp.png,,,,
bib-48,,https://www.google.com/books/edition/Descrittione_et_uso_dell_Holometro_per_s/M_AM_xx9gYwC,/tps/bib-48_tp.png,,,,
bib-49,,https://www.google.com/books/edition/Vsaige_Et_Description_De_L_Holometre/rNFZAAAAcAAJ,/tps/bib-49_tp.png,,,,
bib-50,,https://www.google.com/books/edition/De_holometri_fabrica_et_usu_instrumento/tElRAAAAcAAJ,/tps/bib-50_tp.png,,,,
bib-51,,https://www.google.com/books/edition/HYDROGRAPHIE_CONTENANT_LA_THEORIE_ET_LA/DzHoSJVK6RIC,/tps/bib-51_tp.png,,,,
bib-52,,https://www.google.com/books/edition/De_planis_triangulis_liber_unicus/Fxk8AAAAcAAJ,/tps/bib-52_tp.png,,,,
bib-53,,https://www.google.com/books/edition/Compendium_Geometri%C3%A6_practic%C3%A6_sive_pla/qH1mAAAAcAAJ,/tps/bib-53_tp.png,,,,
bib-54,,https://www.google.com/books/edition/L_art_de_fortifier_de_defendre_et_d_atta/DxNMAQAAMAAJ,/tps/bib-54_tp.png,,,,
bib-55,,https://www.proquest.com/docview/2090351057,/tps/bib-55_tp.jpg,,,,
bib-56,,https://www.proquest.com/docview/2090348572,/tps/bib-56_tp.jpg,,,,
bib-57,,https://www.google.com/books/edition/La_Geometrie_pratique_contenant_la_trigo/AutGNZEz6kEC,/tps/bib-57_tp.png,,,,
bib-58,,https://www.google.com/books/edition/L_usage_du_compas_de_proportion/eB1aAAAAcAAJ,/tps/bib-58_tp.png,,,,
bib-59,,https://www.google.com/books/edition/Cyclometrica_elementa_duo/7-1jAAAAcAAJ,/tps/bib-59_tp.png,,,,
bib-60,,https://www.google.com/books/edition/L_Idea_Della_Architettura_Universale/4xxQAAAAcAAJ,/tps/bib-60_tp.png,,,,
bib-61,,https://www.google.com/books/edition/De_organica_conicarum_sectionum_in_plano/6xNiAAAAcAAJ,/tps/bib-61_tp.png,,,,
bib-62,,https://www.google.com/books/edition/Geometria_Practica_Nova/p54_AAAAcAAJ,/tps/bib-62_tp.png,,,,
bib-63,,https://www.google.com/books/edition/Hypomnemata_mathematica_hoc_est_eruditus/nN1a0o452hUC,/tps/bib-63_tp.png,,,,
bib-64,,https://www.google.com/books/edition/Canon_mathematicus_seu_ad_triangula_cum/YnRq32DSbn0C,/tps/bib-64_tp.png,,,,
bib-65,,https://www.google.com/books/edition/Francisci_Vietae_Supplementum_geometriae/1CNZ58r1pPUC,/tps/bib-65_tp.png,,,,
bib-66,,https://www.google.com/books/edition/Variorum_de_rebus_mathematicis_responsor/7_BCAAAAcAAJ,/tps/bib-66_tp.png,,,,
bib-67,,https://www.google.com/books/edition/Pseudo_mesolabum_alia_quaedam_adiuncta_c/XPvGck2vB1QC,/tps/bib-67_tp.png,,,,
bib-68,,https://www.google.com/books/edition/Ad_angularium_sectionum_analyticen_theor/75s_AAAAcAAJ,/tps/bib-68_tp.png,,,,
bib-69,,https://www.google.com/books/edition/Opera_mathematica/V40yjP9-mukC,/tps/bib-69_tp.png,,,,
bib-70,,https://www.google.com/books/edition/Les_fortifications_du_cheualier_Antoine/xPNL1qBTZnAC,/tps/bib-70_tp.png,,,,
